product_id,review_content_en_clean,sentiment
B09M869Z5V,it is very good product quality is decent but the only problem i m facing is that is incompatible with with my tablet and my mobile phone if it was compatible it would be great and sometimes it just keep disconnecting from the device i don t know if it s my device or its the product anyways it s a good product to have all times connecting pin was a bit tight to insert to my macbook getting it for 399 from this brand is what made me order this go for it if you work only with usb devices you can access 4 devices at a time but not sure about the speed while switchinf the windows for now its quite okay to browse the files when one pen drive is connected usb port is somewhat not easy to plug when connected to laptop its hard to remove it smoothly served the purpose and delivered as marketed i bought it for 451overall 8 1010 10 build sturdy and premium no doubt7 10 functionality 1 usb 3 0 front 3 my ssd gave 330ish mb s read write seq on the 3 0 port less for random read write same ssd gave 50ish max mb s read write seq on the 2 0 porteven tho for me it is ok they could ve provided us with more high speed ports 3 cord is too short and price too high bought this to use for connecting mouse and keyboard to my macbook and have been using this for the last 6 months before buying this i looked at multiple products at various price ranges finally chose this product as this offers the brand assurance and is way cheaper compared to similar items from other reliable brands working really well nice way to use usb a devices on macbook air m2 in a cheap price,positive
B07W6VWZ8C,the speaker s sound is good and all the other feature are also at the best the only problem is the battery backup it s normally about 5hr but that can be acceptable with this price small but over all good price is too high for this product but sound quality is good it s like a pocket dynamite bluetooth is flaky3 works for calls but again bluetooth slightly cuts off4 audio out is oki suggest go for next model up in category but this is good for its price one of the best speaker i ever bought it looks small in size but the sound that comes from it is clear and good,positive
B07Z1X6VFC,the cover comes up with good foam on both of sides enough to protect the laptop it s good for as it says 13 inch laptops i don t know about the water resistance but except that it is good product quality is good value for money but packaging was not good they folded while packing you can see mark on product added image a bit bigger for mac m1 but overall the product is goodprice should be around 500 max good product built quality of product is excellent love the quality and overall look of the laptop sleeve it has got a sleek minimalistic look has a god soft side from inside and protects the mac well,positive
B07YL54NVJ,i m really liked the product more than expected it s really easy to use i like is that at this price range so you can go for it in this it s a 3 and 1 combo where you can connect to phone or in pc laptop at these price range this is a gadget that i recommend all should have handy with them can used in multiple devices with multiple connectors it is really easy and fast i got this product delivered on 20th dec and it is working fine as expected i thought it is a best buy to read micro sd card and sdxc card also all type if usb adapter present so u transfer data from any type of device it works till now don t know how long will it last very easy handle,positive
B0759QMF85,so now using this as it is bandwidth control is a must for this price range model was archer c80 great delivery from amaozn it was easy to setup as a extender signal is also good but not that great it can cover 1 flat well signal breaks if moving upstairs or downstairs overall great purchase must buy need little better customer support i expected much stronger signal 10 meter away but not as expected tp link is good product good product decided on buying this router from tp link after days of research reading reviews and talking to many people regarding different models was on a 20 mbps connection with a netgear n300 router since 2016 which used to suffice for moderate usage till now with increase in the number of devices like smart tv 2 ipads and a laptop etc it necessitated an upgrade considering the current work from home scenario which is bound to continue for the foreseeable future as well the internet usage was being stretched to it s limit and the trusted netgear router simply couldn t match up to the increased bandwidth demand to capitalise on the current situation our current isp came out with interesting fibre broadband plans and we opted for a 75 mbps connection that in turn needed a new router to utilize it s optimum potential finally zeroed in on the tp link archer c80 after reading some horror stories of other available routers was also tempted to buy the ax1500 considering there s barely any price difference but then came across a few reviews which stated that wifi 6 is not entirely successfully implemented and might prove to be an hindrance to use with our current range of devices order delivered by amazon within a day full marks for the seamless delivery as always prime has truly been a boon installed the router today installation via tether app was seamless isp guy helped with the pppoe sign in process and released the mac id which was bound to our old router the whole process was done in 10 mins and we were online the dual bands are truly a boon have divided the devices at home equally between 2 4g and 5g as per usage as the router is close to the tv unit have connected it to 5g and also alternatively connected via the ethernet cable just in case speed tests started off by streaming 4k content simultaneously on 2 devices connected to 5g played seamlessly even with other devices like mobiles etc being connected have attached a few pictures for reference sitting near the router 5g download speed is 77 mbps and upload is 75 5g speed tested in the bedroom with a wall in between download 72 4 mbps and upload 74 4g speed in the same room as the router is download 68 3 mbps and upload 79 this is quite surprising as a few reviews mentioned 50 55 mbps will be the threshold for 2 used to get a maximum of 45 mbps download on my old n300 speed test via the ethernet cable provided in thr box connected to the tv download 78 mbps and upload 75 mbps couldn t have asked for more really this seems to be totally ideal build quality of the device is decent and the antennas seem well enough to do the job however would have preferred that they were placed like other tp link models like the archer a6 so it would have been easier to move them in preferred directions the led lights are a little weirdly placed and not bright enough maybe i m used to the prominent lights on my old router these are a blink and miss sort and you have to bend a little to check in case there s an issue one big element missing in this device is a usb port which is absolutely essential in today s age and expected to be included for this price range wonder what s the reason behind giving it a miss i have sealed the extra lan ports with tape to protect from dust or moisture it s a good practice the outer design of the router is quite sophisticated and stylish however i m a little worried of dust accumulating in the intricate design on the top portion functionally though this seems to be a real good offering from tp link hope this device lives up to expectations in coming days seems to be a worthy investment for the next few years considering an internet plan upgrade hope i touched upon major points which might help other interested consumers in making a choice this product is recommended,positive
B00LM4X0KU,i first used non parker ink for my fountain pen and hesitantly switched to parker quink ink given the cost was many times higher than regular ink but it is worth every paise the quink ink is clearly worth it with its thick blue color and giving superb contrast on white paper dislikei have a ink pot of pilot andi was thinking to buy the parker one rate is too high but quantity is too low the quantity is little,positive
B08PFSZ7FH,i have been using it for the past week no complaints so far it s really good and gives the laptop proper ventilation to breathe air at first i was reluctant if the stand will be good however now after using it i can tell for sure it is a nice product and really helps to correct our posture good companion for my laptop can carry easily in laptop bag anywhere if you are working in it with neck pain with your laptop then this is your product good built quality comparing to metal stand the stability is good no shaking it s holding my 4kg heavy laptop mobile stand is not good for laptop it s best good product,positive
B012MQS060,i had been using a logitech mk270 for a couple of years before a couple of keys started getting iffy no spills or accidents with an overall positive impression of logitech s performance compared to my experience with similar from dell hp i decided to try the slightly cheaper and compact mk215 while i knew this would be more compact with fewer keys i feel i should highlight the disadvantages i can see immediately especially for users of full size keyboards at work refer image 1 while my hands will get used to closer keys they also seem much less springy lower overall size is also too small to place on one s lap and type which i could with the other wireless keyboard especially during wfh big point is the much larger size of the dongle this will need to be removed and stashed carefully at home every time i throw my laptop into my bag for a meeting i never did this for mk270 and simply kept dongle fixed forever to my laptop usb port that dongle also had a slot inside the mouse for safekeeping which is not there in mk215 neither mouse nor keyboard has a switch off mk270 had switch on both whereas mk270 takes 1 battery mouse is shaped different lower arch and wider which may simply take adjusting feels a little cheaper while a real review can only be provided much later seeing how keys clicks perform over the long run and one hopes that logitech will have taken care of that quality while i don t have any complaints so far i feel paying a bit extra for the mk270 may suit many folks out there hope the review helps will update later if i see find any fundamental issues with time product is good but lagging very much not enjoying satisfied with this product it is working fine till now the keyboard is good but pretty small when compared with regular keyboards it works well and keys and ok go fot it good product just connector is little bit big size works properly initially noticed lag and then looked it up online it seems usb receiver faces interference when another port next to it is plugged in to other device i had the lag of both mouse and keyboard actions but noticed that my usb receiver was plugged next to hdmi port which was also connected to a monitor i switched the usb receiver to another usb port on other side of laptop without any neighboring ports don t face lag now try to use a usb hub if you don t have a usb port away from existing used ports build quality and all are good but the batteries cap is little bit loose for the keyboard and mouse is totally fine,positive
B01MF8MB65,technical specifications here s the technical information of boat bassheads 225 in ear headphones the information provided below is as per the manufacturer boat bassheads 225 have a frequency range of 20 hz to 20 khz it features 10 mm drivers rated impedance of 16 ohms comes with 1 2 meter flat tangle free cable 5 mm gold plated l shaped audio jack 90 degrees sensitivity 98 db 3 db built quality design i was not expecting metal built at this price range but to my surprise boat bassheads 225 are fully made up of metal it has a diagonal grid like texture on the buds which feels amazing on touch the metal construction gives boat bassheads 225 a premium feel attractive appearance the cable used by boat on bassheads 225 is flat with rubberized coating it is a tangle free cable does it s job well by decreasing the chances of the cable tangling despite the metal construction boat bassheads 225 are very lightweight comes with a microphone l shaped 3 5 mm audio jack which is again made up of metal overall the built quality is excellent for the price seems very durable the ear buds have proper l r labels and are clearly visible boat bassheads 225 comes with medium sized silicone tips already installed out of the box audio quality to ensure that i can test the bassheads 225 at their uppermost limit i used high quality mp3 files of 320 kbps lossless audio formats like flac wav for smartphone listening i used poweramp music player tweaked settings every now and then to see their extreme capability for the computer i used itunes player vlc audio player i also tested these earphones on apple ipod iphone sony mp3 player all this went for more than 10 days finally i had my results boat bassheads 225 promised what they claimed they really are very bassy as compared to others during my tests with them i found that the audio quality is very good for the price the bass output is amazing and overpowers the vocals by default by tweaking the equalizer settings a bit i saw a good level of improvement in the vocals they were clearer than before but overall average the treble was again very good the high frequency sounds were clear pleasant to ears the mids were average but overall the audio experience on boat bassheads 225 was decent when listening to music the overall sound quality is amazing you can easily distinguish between different instruments sounds which is a good thing for extra bassy headphones noise isolation comfort when it comes to noise isolation boat bassheads 225 are very good at it they come with medium sized ear tip pre installed which seemed perfect for my ears once the earphones are on i wasn t able to hear outside noise they sealed my ears completely delivered an immersive experience make sure that you have the right pair of ear tips on for better noise isolation comfort overall boat bassheads 225 are comfortable but they seem a bit stiff somewhat awkward when used for longer periods since the housing is made up of metal you may find them popping out every now then when used during running jogging or any other sport or physical activity this didn t happen as often for me but for a friend they keep popping out every now then while running maybe the shape of ears has something to do with it an easy solution to this will be using the ear hooks which came along with it when using bassheads 225 with ear hooks they were a bit uncomfortable initially but as i got used to them they were fine plus this stopped popping issue since the hooks keep a hold on them flat cable microphone the cable is great i personally prefer flat cables and this earphone come with a perfect flat cable which is tangle free comes with a rubberized coating the cable does its job well the microphone is again exceptionally good it records voice with clarity with less to no disturbance or background noise during calls the person on the other end can clearly hear the voice with no background disturbance there is one button on the microphone which helps to pick up reject calls on the go without taking your phone out it can also be used to control music which is again a good to see in a budget friendly earphone like boat bassheads 225 warranty price boat bassheads 225 comes with standard one year warranty so make sure you keep the purchase invoice safe in case you need it for warranty final thoughts i ve personally used boat bassheads 225 in ear headphones for more than two weeks average daily two hours of listening before writing this review and i m pretty much impressed with them i m personally a fan of extra bass iem s and currently my primary iem is sony mdr xb50ap which again falls under extra bass category comparing sony mdr xb50ap with boat bassheads 225 will be unfair since there is a big price difference between both of them but i would still like to add that bassheads 225 did a great job and didn t disappoint me obviously it doesn t stand a chance in front of sony mdr xb50ap but still looking at the price of bassheads 225 the quality they offer i was really very impressed boat bassheads 225 turned out to be exceptional earphones after testing them for more than two weeks with different devices music players i can say that they re amazing for the price the bass output is amazing and is very intense i ll recommend using correct size ear tips good quality music player like poweramp android for better bass output the treble is good vocals are average somewhere i feel that bass overpowers the vocals but by tweaking the equalizer a bit you can achieve better results the mids are again average my rating 4 out of 5 the verdict taking everything into account overall i m very impressed with boat bassheads 225 the built quality is amazing the performance is exceptionally good with powerful bass good overall soundstage tweaking the equalizer a bit can bring drastic improvements to other areas like vocals mids highs overall the vocal highs are good mids are average but still good for the price i ll recommend these iem s to bass lovers budget conscious people who are looking for high quality durable earphones at a reasonable price hip hop sound really great on them boat bassheads 225 justify the price they come for the results are very good as compared to other earphones in same price range hope i helped you so you have heard that this is the best wired earphone under 500 yes you can consider it to buy but there are few points to remember before buy from my user experience i can tell you this 1 this is not comfortable at all it slips from ear mostly you feel pain in ear after using it never buy this for online class as it is not possible to wear it 6 8 hours straightly after switching from boat basshead 172 i feel that the bass is not good as the previous one i don t know why it should be better sound don t explode or go outside of the buds to 50 as it go outside on boat 510 headphone so its good feeling heavier on ears not as comfortable as realme buds 2 though both are metal build for balance sound you can buy realme buds 2 buy it only to listen music not for too long time do not consider it for online class and long time wear session hope it helped you its just my opinion from using boat 225 it s a very good product but i don t recommend buying this because earpiece is heavy and you need to keep adjusting it and pushing it inside whenever you move your head they will fall off easily with the slightest motion you will soon find it annoying sound quality build quality everything is good but earphones falling off ears will irritate you i purchased the product a year ago it worked fine i love the sound quality but you may not expect it to work after a year my headphone doesn t work now properly my warranty get expired so i have to buy a new one good buy but 1 side earphone stopped after 6 7 month sound quality is above average 5 years old manufactured ear phones build quality is as per cost can t expect much there is buzzzzz sound when music is silent the earphones sound is awesome,positive
B00LHZWD0C,nice notebook with sufficiently good quality papers the add in the bind cover is removeble and can be make it more aesthetic the only thing is price is little bit inappropriate considering the number of pages but overall it is a good notebook for study purpose go for it product quality is really good the cover gives a premium look to this product page quality could have been better i like this product page not too thick i would have preferred a higher gsm this is one of the best book or dairy i have seen before but too much expensive really good quality paper along with the multi colored subject dividers and the outer covering i got it for 165rs and this product has an mrp of 315 rupees offline i would end up paying at least 300rs for this so overall a really good buy page quality excellentink overlap close to none unless you reputting much pressure even fountain pens are good cover wow con it s not really a con but u gotta turn the pages really carefully otherwise they might get torn the pages are 70 gsm but turning carelessly will definitely damage the pages which is kinda difficult when you re in hurry during revision this is the only con of these spiral notebooks out of which one had poor binding and i had to repair it manually the page quality is good,positive
B08QDPB1SL,does not have enough oomph and quickly loses power makes you wonder whether it really is duracell such is the life of the batteries indeed firs the name chitra power got it just now hope it last longer than eveready s cells excellent packaging as well there are two more looks fine waiting for durable report longevity and power is the best,positive
B07BRKK9JQ,always wanted to purchase it but never got a chance before i built a pc for my sister zebronics has always delivered us with the best state of the art hardwares for gaming out of which this combo is one of the shining star the alphabet don t light up just the keyboard does you can t see anything in dark even if the keyboard lights are on does not have light in letter so it is hard to type and play i hate about mouse and keybordit dont has a software and no single color less rbg modes gaming is good and ergonomic is good and brightness is good but less i like this product it is verry good for gammers speassily i think you can go for itit delivered one day before for me the gamming expreance is more better with zebronic it is a verrrrrrrrry goooood product it more actractive while gamming at dark keyboard and mouse both are good but can go for an better option also buy in sale for just 999have good look but not feels so premiummouse build is more bad than keyboard number key led panel almost out of the frame,positive
B01EZ0X3L8,the pendrive is good enough but don t have a higher expectation from this pendrive it gets heated after when transferring a file and the speed also reduces drastically if you are looking for a high speed pendrive then this is not for youfor normal uses it is good enough can connect to phone as well i got it for rs 489 only very useful and best for use two in one purpose for transfer data from lap or mobile good purchase just that i find the type c side doesn t fit well in some devices keeps shaking and disconnecting so have to be careful while transferring from such devices easy to use and fast to upload cost is slightly high transfer speed for files is good 232 gb onlyavailable total 256 gb and durable is little bad,positive
B00LM4W1N2,easy to hold and to good in this price the quality is really good the pen for me it was a bit slipperybut the comfort was all righti recommend you to buy this product as it has value for money and it works smoothly and better than my imagination beautiful and classy design with great grip must buy product if you love premium things i could have gotten parker jotter but it feels to thick to hold this one is slim and smooth feels good in hand too easy to hold value for money or comfort the pen was good,positive
B08YD264ZS,package arrived in a big box inside the table was packaged inside another box the drawer was stuck or locked a little bit but then came out quite good product just a little costly i use this on my bed only these type of support to the table bottom make it very stable even on a bed really thought full design material is good smooth finish the plastic helps keep your forearms on it so comfy you could get it for 200 bucks cheaper from their official website though the place for keeping your phone is good the cup holder is a bit too small and only holds small cups of 200 ml water bottles shakers can t be put there it is a really solid table with great clearence 28 mm i thought 25mm too would be ok but i would highly suggest 28 mm ones its width length is perfect and should be the standard at 40 cm 60 cm now i use this as my main work station all day the table is fantastic but i got a dameged or broken one one corner is broken overall table is good i returned it and got a new one this is strong but plastic at the joint of legs and ply can be better overall this is a good table the product quality is good the size of the product little small it is stable not bending while working on that little expansive also over all the product review is good one it wobbles a little coz of the bed mattress it is very study and quite light weight as well perfect for everyday use it will last a long time quality is awesome it s stable even when kept on bed for writing the drawer feature is also quite useful,positive
B00GZLB57U,using since last two weeks worth it the build quality of the wire is good nothing to complain about good quality product works well reasonable price wao wao super speed fast asf,positive
B07V82W5CN,comfortable and fast but keyboard is not good for gaming the buttons when pressed and held down for long time can remain stuck when released the button itself doesn t stay down but it still keeps working until i press it again died in games many times by falling from high places i had this same issue in my old hp pavilion laptop keyboard too actually something they should have a look into i am using 6 month this is now performing good and smooth very good product good product lack of led for power level caps and numlock is a big headache keyboard doesn t have that much tactile feel like my wired hp keyboard definitely looks good works perfectly mouse is a bit small compared to wired ones not sure about battery just started using it i buyed it i am working with it and it s good,positive
B077Z65HSD,one amazing cable for 300 bucks ok with charging looks very sturdy and durable fast charging upto 25watts 2m in length and really durable bought it like the 4th time passed down my older cables to family members all still in working state i bought it in 2019 and it almost last three years post heavy usage very good quality good quality usb c charging cable that enables fast charging for samsung m21 as well as m33 5g 24 w seeking phones 2 metre cable length helpful in keeping phone on desk while charging adaptor plugged into electric outlet similar 2 m cable costs 3x or 4x in retail market this is best price wanted this as my portable battery has usb slot and ipad and kindle reader have usb c ports fits my requirement perfectly charges very fast very good overall,positive
B08HD7JQHX,this mic s sound quality is very good but if you are looking for a mic which you will use in your pc then don t buy this microphone because it doesn t come with a trrs to trs converter overall good mic and wire length is also average 1 meter in this price range its very worth it to buy this mic but if you want to use in laptop or pc then buy maono au 400 microphone which comes with a converter and it is also very good mic not suitable for dslr camera just good for yt product is not good for anyone it is scrap and waste of money it has a good sound and audio quality it have not very good in noise cancellation it will filter some minute sound it is helpful for youtube video creators but the clip is very hard so i can t fit it in shirt it is worth for the cost,neutral
B0B31FR4Y2,audio quality is good for this price range the noise cancellation also works pretty well best thing is that it fits well in my ears the functionality of microphone is also good because it reduces the unwanted environmental noise for eg when you are talking to someone in a crowded place one tap left right pause playdouble tap left right previous nextthree tap left right volume four tap left music gamefour tap right base rock hifiright hold change anc no anc transparentleft hold bixby siri google assistanthold for longer time turn offthese are the touch controls for omega anc is not that much good gives good backup for a price range of 2000 it is good no app or anything to equalize have to do it with built in mobile equalizer noice cancellation is not good it s lower quality system otherwise sound quality is good looking very nice good fittings touch sensor almost good work it s a good set overall sometimes it doesn t auto connect and i need to open bluetooth settings in my phone laptops to manually connect which is little annoying for me other then latency it is not good for gaming environment sound is not good you cannot tell the direction of foot steps until it s too close don t buy it for gaming other than gaming it s a good earphone in this price range good product decent sound bass should have been better treble is slightly on the higher note,neutral
B09Y14JLP3,perfect for a 10 inch tablet both vertically and horizontally it was the best phone holder premium quality and reasonable price easy to carry think it will last long liked the product easy to carry lightweight,positive
B09ZHCJDP1,i really like this wireless mouse it has became my daily driver the connection is instant and fast the mouse is super comfortable in my hand the click is easy and perfect feel very responsive and the look is stylish and compact i bought this wireless mouse because of its compact form factor it can be carried easily in laptop bag avoiding and hump forming in bag product built is sturdy scroll wheel is smooth the mouse is as per my expectations and really it s working smoothly and not making a tik sound like any other mouse otg given with the mouse is not working i found this product extremely user friendly and satisfactory the mouse is perfectly designed and provides an excellent grip the sensitivity is calibrated to the finest comes with silent click feature this mouse is really working very well the quality and the speed of the pointer mouse is very accurate and coming to distance it even works from very long distance it is flawless and very nice to use and hold initially i think it will take sometime to get used to the size and shape of the mouse but after that its very smooth it is very silent best mouse in this price range built quality is so good overall very happy with the product excellent mouse for this price felt its far better than hp logitech zebronics and dell wireless mouse as i have used all of the above,positive
B08C4Z69LN,i installed it in my asus tuf fx505dt and i use it for gaming earlier it have 8gb ram after installing it total ram is 16gb and fps in game increased i am satisfied from this product i already check my laptop before purchasing that which ram would be compatible and is my laptop really supports upgrading after thorough research i purchased this ram when i tried installing it my laptop showed a blank screen i tried switching ports on both the rams pre installed and crucial but my laptop was working with the pre installed and was not with crucial one i tried all possible combinations and it was apparent that the ram i received was defective i head straight to replace the product but there was no option for that no return option as well i only had one option to contact the customer care so i contacted them and explained the issue in detail they asked me to hold and connected me to an so called expert the expert did not ask me anything just asked me to upload a picture that i already did then so called expert asked me to upload the picture on the link that she would be sharing which i never received i even tried rating but thanks to the amazon ios app even that was not possible coz there was no scroll bar on the rating tab i do not know whether i would receive any support or not but this was a pathetic experience and i had never expected this from amazon it would be an end for this 8 years old bond with amazon if i would not receive any support on this i will update this if i receive some help but ram is great its better to install it with ssd i felt very good performance uplift in my laptop after installing both ssd this 8 gb ram my laptop had 8gb ram before i ordered crucial ddr4 8gb sodimm ram and it s really increase multi task my coding experience also increase android studio take less time than before still i didn t play any game yet but i will update you when i play any game in future first of all let me clear any confusion for other buyer it s r 8 ram which i received clearly mentioned on the ram sticker 8gb operating at 3200mhz if your existing ram in your laptop is operating less then 3200mhz it will automatically reduce its mhz to default the ram which alredy installed in your laptop initially i doubted coz i dnt have much idea about all these electronic but after watching youtube videos i finally installed it and it worked my laptop aspire a5 with 4gb installed ram now it is 8 4 12 gb lets c if my laptok gives good performance good ram on a good price it s a dual ranked 3200 mhz ram many say that you can t use a 8 gb and 16 gb in dual channel mode but believe me u can if u don t know about ur system configuration then before buying just scan with crusial scanner good ram with decent price easy to install and so far performance looks good have to test it during gaming,positive
B016XVRKZM,my office pc ups legrand numeric ups digital 600ex v is having only one led and beep codes this is not sufficient if we want more details however the unit is robust easy to disassemble easy to replace battery with generic battery having best transfer time less than 4 milli sec 37min backup for cpu monitor when checked in view of this the legrand numeric ups digital 600ex v should my the number one choice but it also has low user ratings the following brands came to my notice on search 1 apc bx600c in2 apc bx600ci in3 emerson liebert iton cx 600 i have not considered microtek intex iball vguard etc may be they are good the technical parameters of the above all looked similar high low overload protections but the transfer time specified for numeric is less than 4 milli sec for apc 10 milli sec typical and for liebert 4 8 milliseconds apc bx600c in is selected as my requirement is not for pc or laptop further search is not done for ups with communication port and auto save software and in view of better interface power led dual color charging led dual colour it also has better backup and surge power than apc bx600ci in minus resettable thermal relay based on the reviews there are four major issues i have noticed 1 very old stock battery capacity expected to be in reduced condition resulting into low backup time or battery issue as it is bulky to its volume though it is better to purchase such items offline i still tried online in view of remote location 3 no load protection it acts if very low load is connected e just modem or less than 30w and battery saver mode is on after 5 min people get confused it as giving only 5 min backup it shouldn t be considered as a problem once known since additional loads can be connected or battery saver mode can be unselected 4 if battery saver is enabled it shutdowns while 5 min juice still left it shouldn t be considered as a problem since it can be unselected if selected intentionally or unintentionally to reduce the above risks m s appario retail private ltd was chosen at lightening deal at rs rs2659 the order was placed on 10 the product is delivered in 4 days on 13 the original packing was wrapped in repeated turns of polyethylene the packing reached without any major distortions the original cartoon packing was in sealed condition however when it was opened some parts looseness sound was coming from the ups the same was reported to apc service center they registered the complaint and told me that the service person will visit within 48 hours of working days further they have given clearance to put the ups in service first it was charged fully while ups in off condition charging light was on while charging and it became off after charging now the ups was made on by power button it is to be pressed and hold for not less than 1 second before release or release after beep tone connected to pc with 32 inch led tv initially some repeated chattering without any power interruption to the load was happening if power input is kept off on battery it was happening some times when it is on battery beep sound was occurring every 22 sec against apc manual spec of 60 sec it withstood for 18 minutes for the pc with 32 inch led tv on battery battery save mode was in off condition further it got switched off within 5 sec of low battery alarm against 60 sec specified in the manual the manufacturing date as per slip glued on original packing was nov 2018 photo attached but the test and quality passing date is 11 53 hrs photo attached as my load is more than 30w i can put it on battery saver mode the battery saver button to be pressed and hold for not lessthan 2 seconds before release to change the state this is minor but the holding time is no where written in the manual the ups body temperature appears to be on higher side when compared to numeric installed at office under similar ambient temperature while on load with input mains as well as while in off condition without charging but connected to mains the above is initial experience only any updates shall be shared in future note1 this item isn t eligible for returnfor safety reasons items containing flammable liquids or gases can t be returned to amazon for more information or help please contact them if you want return facility search for other alternatives update 1the service person called me on 14 19 and informed about his planned visit on 15 the service person visited in the morning of 15 2019 and disassembled the ups there was a minor play with the battery the whole casing is of plastic one side cover opens including top as one part the play may be due to design manufacturing tolerances the pcb and the transformer were already firmly fastened to body and all connections were also tight hence the looseness is acceptable the battery manufacturing date was oct 2018 i agreed for his optional proposal to replace with a new sealed battery but manufactured in sept 2018 the chattering may be relevant to building wiring as it is not happening with main sockets in other rooms or if we remove ups input plug from the same socket see next update for accurate reason in the whole the service person s only concern was hotter transformer based on his experience but it will be replaced only if it fails prompt response of service center is appreciable that too for an interior of 76 km from service center located at state capital and it compliments the non return policy update 2it is fully charged with replaced battery and backup time was tested with the same load as above but this time large improvements were observed in the backup time and parameters difficult to reason out as below backup time is 32 min until some different type of blinking of power led different type of beeps happens for few seconds may be relevant to battery saver mode and however it got normalized in auto after 5 min further the battery low blinking of power led occurred hence total 37 min against 18 min of earlier experience as above and these beeps occurred for 40 seconds before it tripped against 5 seconds of earlier experience as above but power led was glowing for every few seconds till further 20 seconds in off condition battery on beep was occurring for every 59 90 seconds 1 min to indicate the load is on battery against every 22 second earlier experience as above i was totally involved with service person as it has to protect very costly bulky and distant service partner type equipment at my home he has replaced only battery and he has not even removed the pcb but how so many wonders have happened is yet to be analyzed and reasoned out note 2 i nonrms multimeter does not properly read the voltage of a ups that uses stepped approximated output sine wave while on battery hence output voltage of a 230 vac ups is measured to be between 170 180 vac when on battery ii low voltage cut off will act if any separate low voltage high voltage cutoff protection is used at outlet of ups while on battery iii chattering may take place at ups if any separate surge protection is used at ups outletiv some body already advised not to use any surge protection at input to upsv apc service person informed that apc ups will not on if house is not properly grounded earthing is to be proper to protect from surges vi if ups is on battery with battery saver mode enabled i mains off it will give only 5 min backup to loads less than 30w as no load protection acts however if the load is more than 30w it shutdowns while 5 min juice still left i if we disable battery saver mode we will get 5 min more backup power from the above the ups is now functioning as per specifications but one star of apc is reduced against initial issues of equipment though super fast response exists from their service center 5 stars to m s appario retail private ltd the seller 5 stars to the apc service center and 5 stars to courier m s delivery for safe and fast delivery update 3 after 4 months of use backup time testing ignoring erroneous tests in between the ups was made on and battery saver was made off due to this the ups started self charging further and i have waited till the charging is completed the tv as monitor with pc were made on it took upto 0 45 amp during cold boot amp measured with clamp meter while mains is on once the pc stabilised 0 3a the mains is switched off now it gavea backup of 17 minutes with beep every minute and given repeated beeps at 17th min again every min one beep started for 5 min after this repeated beeps occurred for 30 second and ups got tripped hence i got 22 minutes and 30 seconds in total in view of this the star rating is retained at 4 star one more observation is that it s transformer temperature is high while it is on battery that means more energy is being wasted by transformer i got the battery replaced one more time on 15 2020 under warranty as backup time reduced to 11min under the same conditions and load with new battery i am getting 24 minutes hence the apc is being letdown by battery manufacturer where apc quality person should have control after warranty i will install battery from exide and see pros the device is sleek small and blends into the environment cons makes a lot of noise i bought this primarily to support my television sony xr 65x90k to handle the switch from generators to mains for 30 secs it is not sufficient to do that and the tv switches on and off continuously when running on ups power i m not sure what the problem is as the wattage is sufficient if you have a similar use case as mine better consult a local inverter shop and get a ups that fits your requirement you will end up with dead weight easy to install my pc has a 550w psu with 80 bronze effeciency but installed components are not supposed to go beyond 280watts under max load this ups shuts down as soon as my gpu gtx 970 reaches 100 then i used it for my printer but as soon as i hit print the ups shuts down so it s useless there as well now it s attached to my tv router and speakers atleast i can watch netflix uninterrupted i m getting trouble in this i think this is not working properly where should i return value for money small but big life of battery it is good for electricity stability,neutral
B00LHZW3XY,good product thought the book would be longer but it s quite small it s easy to carry around i like the mode of packing along with the quality of the product i dislike it because it is too smallbut it has many pages 300 thx quality of paper and spiral binding is good good value for the money best notebook for 5 subjects different your syllabus and page quality is good but i didn t like the quantity and page size is small overall good would strongly recommend this product is made up of high quality paper,positive
B098JYT4SY,very good producteasy to handleuse of dpi is awesome use karne mai bhut badiya clicking no sound super quality hai mere according i use it for wfh it s very handy to use and having good battery life based on initial usage mouse is nice and easy for usage,positive
B08CFCK6CW,after 20 days of usage pls don t buy this product it says 10m range but after 30cm it will properly connect call rieciv not working touch control not better the job good value for the money paid earbuds not with the full 100 charg whenever i take out them from the charging box always shows start with 90 also not so much fitted in the ears even changing with the eartips why company is not giving the refund option this is return delivery i got and this is also in fault my airpots are not charging this time thek are showing full charged but it s not working when i suppose to use it s ok nice but not up to the mark i used from 10 months,neutral
B09P564ZTJ,the product is really good but after written the words in pad it shows very lighter we can t able to see well its good for my nephew but price is slightly high for this product one got damaged immediately very good product if screen little bit more brighter over all nice product this product is very good its quality is also very good and it proved to be very useful for children purchased a very good product brightness is good writing is smooth easy to use has lock button at behind to restrict unwanted erase butwhile writing dots apper near by drawn text and lines automatically without touching there so may b not suitable for precise calculation and maths like stuff example u writing 42 and it may appear 4 2 as dot automatically appear between or near by them at certain places dots problem more near border and corner same product same package can be seen in much lower price if you google properly my use was just for rough work soi didn t request for replace or return as seller send from so far via delivery and i feel it may be uneconomical for seller to receive and return via delivery service so thinking of seller and understanding their convenience i choose to keep and use it human only can help and support human really good quality product very light weight pen is super cool brightness is very high must buy product,neutral
